id,text,created_at,lang
1529698301796560896, Blue Flame by LESSERAFIM debuts at  on Spotify Daily Viral Songs Global Chart ,2022-05-26 05:37:50+00:00,en
1529698294779084800, Spotify Global Top  Chart    FEARLESS —  streams k  spots   days on chart  Peak …,2022-05-26 05:37:48+00:00,en
1529698283773317122, LE SSERAFIM on Show Champion today  ,2022-05-26 05:37:45+00:00,en
1529698280300773377, FEARLESS by lesserafim reaches a new peak of   on this weeks Gaon Digital Chart,2022-05-26 05:37:45+00:00,en
1529699226351181824, Even IF Garam gets MAYBE proven innocent I don’t think hybe should continue her with Lesserafim damage has been done alread…,2022-05-26 05:41:30+00:00,en
1529699055919673344,allkpop and I saw garam running away from court and bullying everyone on her way,2022-05-26 05:40:50+00:00,en
1529698995362091009,wheres the doggies that keep barks around about Kim Garam huh  APOLOGIZETOGARAM KIMGARAM SHE is Innocent girl and with her dream to be come idol artist  ,2022-05-26 05:40:35+00:00,en
1529698953448820736, After setting  big fandoms up now public’s interest in Garam’s case slowly fading It isn’t even trending on twitter now,2022-05-26 05:40:25+00:00,en
1529698945672564736, Uncle ji garam ho gaye ,2022-05-26 05:40:23+00:00,en
1529698843515793409, If you want the source SourceMusic posted a statement Also I’m not saying yo Kim Garam did nothing wrong I’m just sa…,2022-05-26 05:39:59+00:00,en
1529698807465684993, Like the girl who accused Kim Garam of bullying is the same one who admitted taking a pic of Garam’s friend in nothing b…,2022-05-26 05:39:50+00:00,en
1529698789958639616, That Garam case is funny I don’t think I’ve ever seen Kpop stans cause such an uproar not for grown criminals not for…,2022-05-26 05:39:46+00:00,en
1529698628989644803, Garam’s defender saying that we are “too much” for hating on her because we act as if Garam has “killed the victim”  What ha…,2022-05-26 05:39:08+00:00,en
1529698628792512512, Kpop twt should really be studied Flocks after flocks of sheep fancying themselves judge jury and executioner based on r…,2022-05-26 05:39:08+00:00,en
1529698623771922434,After setting  big fandoms up now public’s interest in Garam’s case slowly fading It isn’t even trending on twitter now,2022-05-26 05:39:06+00:00,en
1529698610564112384, I compared the dance and they purposely put Garam in positions where she could easily be removed LMAO THEY KNEW,2022-05-26 05:39:03+00:00,en
1529698601143873536, where is Garam she need to leave the kpop industry ,2022-05-26 05:39:01+00:00,en
1529698580667469824,SakshiMadhavi mere saath aisa q nai hota yaar  imagine agar everytime I entered the kitchen garam tel girta mere pe finally dieting kar pati main ab yahi ek tareeka h mere paas ,2022-05-26 05:38:56+00:00,en
1529698579195076610, kim garam is effortlessly stunning ,2022-05-26 05:38:56+00:00,en
1529698491374911488,Dont cover Garam case  garamOUT garambully garamout garambully,2022-05-26 05:38:35+00:00,en
1529698447842070528, bro i need more otgaram stans to follow  tl too dry,2022-05-26 05:38:25+00:00,en
1529698421677797377,AesthticKook aysinnit idk but these days people are really good at making false records reports cards certificates etc quite impossible for garams situation but i dont why Im still hoping and people would literally do anything to ruin someone especially if theyre wealthy,2022-05-26 05:38:18+00:00,en
1529698286088597504, tbh I don’t think we should let society decide on that if garam is innocent and people are still bashing we should never…,2022-05-26 05:37:46+00:00,en
1529700242022895616, Wts lfb ph Onhand  Enhypen pc   Less  ea sa original post  Sunghoon dd hybe insight ld k pesos Jake dd unif  Ja…,2022-05-26 05:45:32+00:00,en
