id,text,created_at,lang
1529698919462084608, 레드 채원이 넘 잘 어울려   김채원 CHAEWON チェウォン 르세라핌 LESSERAFIM ,2022-05-26 05:40:17+00:00,ko
1529698735352991745, 미소는 최고의 액세서리입니다    LESSERAFIM KAZUHA 르세라핌 카즈하 ルセラフィム カズハ ,2022-05-26 05:39:33+00:00,ko
1529699851239272450, 지나가는 머글 붙잡고 물어봐 다큰 성인 열애설이 문제냐 사람죽인 불법촬영 성범죄자에 학폭이 문제냐 하이브 작전 잘못짠거 아직도 인정 못하겠지 자폭해라그냥 니들 돌아도 한참돌았고 규범 법감정까지 마비돼가지고 조작에…,2022-05-26 05:43:59+00:00,ko
1529699747350847488, BB 하이브 망하자  FREE TAEHYUNG FROM HYBE LEAVE TAEHYUNG ALONE WeAllYoursideTaehyung  몰카정바비학폭김가람퇴출 chungbobbyout  g…,2022-05-26 05:43:34+00:00,ko
1529699714081619969, bongo이인간 괴벨스 빨았을 확률 퍼 선동은 문장 한줄로 가능하지만 그거 반박하려면 수십 장의 문서와 증거가 필요하다 사진한장 던져놓고 시간끌면서 대중 국민 상대로 기싸움하는 이유도 나중엔 그게 진실인…,2022-05-26 05:43:26+00:00,ko
1529699567083864064, kpoppredictioni YG Producer 열애설이 가짜라 자백함  하이브 직원들은 양심선언 안 하냐  LEAVE TAEHYUNG ALONE FREE T…,2022-05-26 05:42:51+00:00,ko
1529699161259790336,지나가는 머글 붙잡고 물어봐 다큰 성인 열애설이 문제냐 사람죽인 불법촬영 성범죄자에 학폭이 문제냐 하이브 작전 잘못짠거 아직도 인정 못하겠지 자폭해라그냥 니들 돌아도 한참돌았고 규범 법감정까지 마비돼가지고 조작에헛지랄만하는 악질 무능력자들이야  FREE TAEHYUNG FROM HYBE,2022-05-26 05:41:15+00:00,ko
1529700202147647488, 하이브의 차 가해 막아주세요  이 글은 뉴스픽 파트너스 활동의 일환으로 이에 따른 일정액의 포인트를 제공받고 있습니다 김가람 LESSERAFIM LESSERAFIM…,2022-05-26 05:45:23+00:00,ko
1529699957649084416, cuteness overload ㅠㅠ LESSERAFIM 르세라핌 ,2022-05-26 05:44:25+00:00,ko
1529700665039024129, 르세라핌이 두산을 응원합니다 오늘 경기 축하드려요gtlt ,2022-05-26 05:47:13+00:00,ko
1529700515403079680,“오늘도 예쁜 핌둥이들”…르세라핌 ‘학폭 논란’ 김가림 제외→인 체제 활동 근황 르세라핌 LESSERAFIM 김가람 르세라핌데뷔 FEARLESS ,2022-05-26 05:46:37+00:00,ko
1529701092828753920, lIKlNIllIVI kpoppredictioni YG Producer 열애설이 가짜라 자백함  하이브 직원들은 양심선언 안 하냐  LEAVE TAEH…,2022-05-26 05:48:55+00:00,ko
1529718626235797504, 제니 뷔 사실 아닙니다 뷔가 아니라 젠틀몬스터 모델입니다  FREE TAEHYUNG FROM HYBE NOHYBE 언제나태형편 태형아하고싶은거다해   BTStwt  정바비filterout  정바비…,2022-05-26 06:58:35+00:00,ko
1529717798120742912, 하이브 너네끼리는 짜고 치는거네 태형이를 묶어놓을라고 시발 개새끼들 너네는 인간도 아냐 이런 파렴치한짓을 해  FREE TAEHYUNG FROM HYBE LEAVE TAEHYUNG ALONE WeAllYoursideTa…,2022-05-26 06:55:18+00:00,ko
1529719689999286272, 방송 오늘 PM Mnet ltM COUNTDOWNgt에 르세라핌 이 출연합니다  TV LESSERAFIM will be on the ltM COUNTDOWNgt on Mnet on May …,2022-05-26 07:02:49+00:00,ko
1529719544524447744, 팬분들저 아직도 실감이 안나요ㅠㅠ 이렇게 데뷔부터 사랑많이 받게 해줘서 너무너무 고마워요 저희도 여러분에게 사랑 듬뿍 줄거에요 앞으로도 우리 르세라핌 많이 사랑해주세요  LESSERAFIM KIMCHAE…,2022-05-26 07:02:14+00:00,ko
1529719236809043968, LEPLAY 샤인즈의 일본어 교실     LESSERAFIM 르세라핌 르플레이,2022-05-26 07:01:01+00:00,ko
1529719973689450496, ✧ LESSERAFIM Naver Shopping Live Photocards Scan ✧  르세라핌 포카 사쿠라 김채원 허윤진 sakura chaewon yunjin LESSERAFIM 르세라핌 htt…,2022-05-26 07:03:57+00:00,ko
1529719939354898432, ✧ LESSERAFIM Fearless Benefit Kpopmerch Round  Photocard Scan ✧  르세라핌 포카 사쿠라 김채원 허윤진 sakura chaewon yunjin LESSER…,2022-05-26 07:03:49+00:00,ko
1529719925014552576, ✧ LESSERAFIM Fearless Broadcast Music Bank Photocards Scan ✧  르세라핌 포카 사쿠라 김채원 허윤진 sakura chaewon yunjin LESSERAFIM…,2022-05-26 07:03:45+00:00,ko
1529719633603100672,대신 르세라핌 앨범과 잡지 두 권을 샀지요,2022-05-26 07:02:36+00:00,ko
1529719105179512832,근데 지금 서울 시내 돌아다니면 전부 르세라핌 소녀들처럼 입고 다니더라고여,2022-05-26 07:00:30+00:00,ko
1529719015752409088,기사열독 순위 영탁 회째 위 송가인·이찬원·레드벨벳 웬디·르세라핌 TOP 기사열독 영탁 YoungTak 송가인 GaInSong 이찬원 LEECHANWON 레드벨벳웬디 RedVelvetWENDY 르세라핌 LESSERAFIM ,2022-05-26 07:00:08+00:00,ko
1529718781286948865,아이즈원 아이브 르세라핌 김민주 민주 은비 권은비 혜원 강혜원 나코 히토미 이채연 안유진 장원영 예나 최예나 유리 조유리 채원 김채원 포카 교환 양도 합니다 교환은 메인트랑 아이브스테이씨 미공포만 받고 양도는  이상부터 합니다 sell 한국주소 ,2022-05-26 06:59:12+00:00,ko
1529718411667726336,LE SSERAFIM 르세라핌 카즈하 포토카드 양도 받습니다  미공포 미공개 포카 구매하고 싶습니다 일관 우대   제시해서 디엠주세요 즉입 가능 BUY ,2022-05-26 06:57:44+00:00,ko
1529718101704552450,르세라핌 무대 볼맛이 남 허윤진이 넘 잘하고 옷이 이뻐 채원이가 이뻐,2022-05-26 06:56:30+00:00,ko
